"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"313","Moderate","Female","Old","Moderate","Black",0.999998711753914,0.786566892503085
"314","Moderate","Female","Middle-aged","High","White",0.999985899869428,0.684424568444457
"315","Liberal","Male","Middle-aged","High","Hispanic",0.999954774249263,0.507047208295671
"316","Conservative","Female","Middle-aged","High","Black",0.999989776912582,0.678386528258486
"317","Moderate","Male","Middle-aged","High","White",0.999984715331408,0.563937045540987
"318","Very liberal","Male","Middle-aged","High","White",0.999965117234759,0.501764742671988
"319","Very conservative","Male","Old","Moderate","White",0.999993599078547,0.671735681698561
"320","Moderate","Female","Old","High","Hispanic",0.999997149316166,0.728330030123832
"321","Very conservative","Male","Old","Low","White",0.999997029795553,0.736013986622631
"322","Conservative","Male","Old","Low","Hispanic",0.999996869324089,0.719095556892742
"323","Moderate","Female","Middle-aged","High","Hispanic",0.999936933943691,0.635385275223719
"324","Moderate","Male","Old","High","Hispanic",0.999996201254202,0.608359866213703
"325","Moderate","Female","Old","Low","Other",0.999988674679937,0.744988986380887
"326","Conservative","Male","Middle-aged","High","White",0.999959763046278,0.580580608920305
"327","Conservative","Male","Old","Moderate","Hispanic",0.99999367517268,0.684526808036045
"328","Very conservative","Male","Middle-aged","Low","White",0.999976592269057,0.676595337263619
"329","Very conservative","Male","Middle-aged","Moderate","White",0.999985097358856,0.660603192674389
"330","Very conservative","Male","Old","Low","White",0.999995951695669,0.727559472050468
"331","Moderate","Male","Old","Low","White",0.999997822139484,0.717725503600544
"332","Liberal","Female","Middle-aged","Moderate","White",0.99999030478599,0.709638337829399
"333","Very conservative","Male","Old","Moderate","Hispanic",0.999995534053866,0.680423996507119
"334","Liberal","Female","Middle-aged","High","White",0.999956127180428,0.633814850631424
"335","Moderate","Male","Old","High","Hispanic",0.999997955126533,0.628684725151778
"336","Conservative","Male","Old","Moderate","Hispanic",0.999999212813694,0.730473630285897
"337","Liberal","Male","Young","High","Black",0.999871491848059,0.505775218150524
"338","Moderate","Male","Old","Moderate","White",0.99999742424426,0.684572652394584
"339","Moderate","Male","Old","Moderate","Hispanic",0.999998007473233,0.6900134969042
"340","Moderate","Female","Old","High","Black",0.999998343044469,0.743996097305793
"341","Very conservative","Male","Middle-aged","High","White",0.999957065709339,0.561878016229327
"342","Liberal","Male","Middle-aged","High","White",0.999984720070377,0.547244712726885
"343","Moderate","Male","Middle-aged","Moderate","White",0.99998169159124,0.622938994691983
"344","Liberal","Female","Old","Moderate","White",0.999992113215023,0.715520000252183
"345","Liberal","Female","Young","High","Hispanic",0.999922497999188,0.612791205791232
"346","Very liberal","Female","Old","High","White",0.999997117702049,0.673646182781472
"347","Liberal","Male","Middle-aged","Moderate","White",0.999983170191527,0.625650088852008
"348","Conservative","Male","Old","Moderate","White",0.999990141419435,0.658318198548111
"349","Conservative","Male","Old","High","Hispanic",0.999998303574549,0.665459470833666
"350","Liberal","Female","Young","Low","Black",0.999746236060758,0.638586544342077
"351","Conservative","Male","Old","Moderate","White",0.999990934801035,0.675896905571217
"352","Conservative","Female","Old","Low","White",0.999986256553196,0.75313379780469
"353","Moderate","Male","Old","High","Black",0.999998656465518,0.65874515482258
"354","Liberal","Female","Middle-aged","High","Other",0.999968006013494,0.627719030697665
"355","Moderate","Male","Middle-aged","High","White",0.999887085483975,0.528457612151767
"356","Very liberal","Male","Middle-aged","Moderate","White",0.999913942601601,0.537785372550357
"357","Moderate","Female","Middle-aged","High","Hispanic",0.999992300642694,0.671053093400707
"358","Conservative","Male","Middle-aged","Moderate","Hispanic",0.999984292222842,0.641207778251312
"359","Moderate","Male","Middle-aged","High","White",0.999983053329037,0.560402761125964
"360","Liberal","Female","Middle-aged","Moderate","Black",0.999952262219947,0.675719813979224
"361","Liberal","Female","Middle-aged","Low","Hispanic",0.999938567327231,0.681653835917923
"362","Very liberal","Male","Young","High","White",0.999887155483946,0.494682750460742
"363","Moderate","Male","Middle-aged","High","Hispanic",0.999993384420866,0.622047892616049
"364","Conservative","Male","Middle-aged","Moderate","Hispanic",0.999990624983959,0.657552466788266
"365","Very conservative","Male","Middle-aged","High","Hispanic",0.999982121138755,0.589103032384701
"366","Conservative","Male","Old","Moderate","White",0.999993476217576,0.671117855512261
"367","Conservative","Female","Middle-aged","Moderate","White",0.999983745659131,0.722531900072707
"368","Liberal","Female","Old","Moderate","Black",0.999999164096228,0.773707975362898
"369","Moderate","Male","Old","Low","Black",0.999989481445012,0.670166542596217
"370","Moderate","Female","Old","Moderate","White",0.999998140355206,0.766917559792825
